Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
ONLY 5 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.silencershop.com/s-w-m-p-shield-threaded-barrel.html
ONLY 20 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.simplycarbonfiber.com/products/real-carbon-fiber-heart
94% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://www.simplycarbonfiber.com/products/real-carbon-fiber-heart
Only a few left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.simplyswim.com/products/tyr-swarm-blade-jammer-green
"Hurry, only 2 left in stock",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sivanaspirit.com/collections/sale/products/control-fit-scoop-neck-long-sleeve-top
Only 1 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.skatehut.co.uk/clothes/last-chance-to-buy/levis_skateboarding_501_5_pocket_jeans_s_e_stf_indigo_rinse.htm
ONLY 1 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.smartbuyglasses.co.in/designer-sunglasses/Ray-Ban/Ray-Ban-RB3025JM-Aviator-Full-Color-001-3M-206908.html
Clearance! Only 4 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.snowys.com.au/advanced-skin-12-set-running-pack
Only 5 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.softballfans.com/miken-freak-championship-2-bag-optic-yellow.html
ONLY 3 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.solidandstriped.com/collections/the-gingham-collection/products/the-michelle-eyelet-lipstick-gingham?variant=20114104025201
"Available, only 2 left",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.solomotoparts.com/K-and-N-36-38mm-Mikuni-Air-Filter-6-Dia.-Chrome-Bonnet-Style-for-Custom-Air-Cleaner-Assemblies/
In Stock. Only 1 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sonicelectronix.com/item_165301_Phoenix-Gold-RX2-500.1.html
Hurry! Only 6 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.spencersonline.com/product/jack-skellington-tank-top-and-panties-the-nightmare-before-christmas/137182.uts?relationType=recentlyViewed&thumbnailIndex=0
In Stock Only 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sportscraft.com.au/heidi-stripe-long-sleeve-tee-9344961873824.html
Limited-time Deal,Product detail. ,Scarcity,Low-stock Message,Product Page,No,https://www.sportsmansoutdoorsuperstore.com/products2.cfm/ID/214582
2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.sportsmansoutdoorsuperstore.com/weekly-deals.cfm/sale/windham-pistol--and--rifle-deals-4650
Only 4 unit(s) available!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.spotmodel.com/product_info.php?products_id=13043
"Hurry, only 5 left",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stanley-pmi.com/shop/classic-vacuum-insulated-bottle-2-qt
LIMITED QUANTITY,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.starbuy.com.au/trollbeads-silver-neither-bird-nor-fish-bead-tagbe-10003-11126
Last 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stefaniamode.com/tz/shopping/high-waist-trousers-13333637
Low Stock Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.steinhafels.com/merchandise/product/details/summit-6-pc-power-recline-modular-242ZPK608
7 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stio.com/products/kids-hometown-down?variant=13130753114177
ONLY 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.stuartweitzman.com/products/brielle-small/?DepartmentId=1047&DepartmentGroupId=154&ColMatID=41365
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.styletread.com.au/ana-11-sc-taupe-print-suede.html
HURRY! ONLY 1 IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.superfi.co.uk/p-21337-marantz-sr6013-92-channel-4k-network-av-surround-receiver-with-heos-and-alexa-voice.aspx
Availability: 5 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.surfstitch.com/a_brand-womens-a-double-oh-flare-hot-flamingo-71475-4026.html?dwvar_a__brand-womens-a-double-oh-flare-hot-flamingo-71475-4026_swatchColour=HOT%20FLAMINGO&cgid=womens-new_arrivals
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.swfa.com/swarovski-aluminum-flip-open-objective-lens-cover-3.html
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.swimwearworld.com/danielle-119399.html
Only 8 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.tarptent.com/product/scarp-1-mesh-interior/
Hurry! Less than 10 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.teachersdiscovery.com/product/17019/social-studies-clearance
1 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.techforless.com/cgi-bin/tech4less/V8N94AA
Only 10 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.tekton.com/3-4-inch-drive-deep-6-point-sockets
3 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.templeandwebster.com.au/daily-sales/Sleep-Over~E10916.html?Positioning=3
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.temptationgifts.com/product/blank-red-your-name-in-lights-bauble-gaeltag-keltika
Almost gone! Only 3 left In Stock,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.teva.co.uk/1015161-1.html?dwvar_1015161-1_color=CSND
Almost gone! Only 3 left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.teva.co.uk/1015161-1.html?dwvar_1015161-1_color=CSND
In Stock only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.textualtees.com/products/dragonball-z-tacky-christmas-sweater-tshirt-tee?variant=8326931585
Sellout risk:,"All products are either last or low on stock, or have a sellout risk of moderate/high/very high/extremeley high",Scarcity,Low-stock Message,Product Page,No,https://www.the-house.com/bt2swb10bk19zz-burton-snowboard-boots.html
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.thebodyshop.co.id/xm18-gift-small-mist-whitemusk-465.html
Only 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.thechivery.com/products/super-chiver-2-0-tee
Only 22 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.thehardwarehut.com/catalog-product.php?p_ref=292381
Only: 9 in stock now,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.thejapaneseshop.co.uk/red-and-green-dragon-japanese-paper-pocket/
ONLY 1 WATCH LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.timebyme.com/anicorn-series-k452-solar-gold-silver-k452-s-42mm-automatic.html
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.titan.fitness/cages-and-racks/titan-t-2-series-short-power-rack-combo-w-bench.html
Only 1 item(s) left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.tjc.co.uk/rings/rhapsody-950-platinum-aaaa-tanzanite-tri-1.750-ct-diamond-vs%2Fe-f-ring--1.900--ct-platinum-wt-6.04-gms.-M3157907.html
Only 1 left in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.tjori.com/p/blue-and-beige-kalamkari-print-tote-bag-with-jute-fringes/57451/
Only 65 Items Left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.tmart.com/Universal-8-Ports-LED-Screen-Display-USB-Smart-Charger-Power-Supply-Socket-for-USB-Charging-Device-US-Plug-White_p347010.html
Only 5 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.toolbarn.com/milwaukee-2555p-20.html/
Only 5 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.toolbarn.com/milwaukee-2555p-20.html/
Only 4 left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.toolstop.co.uk/milwaukee-m12bddxkit-202c-4-in-1-drill-driver-cordless-li-ion-with-attachments-2-x-2ah-batteries-p73391?nosto=frontpage-nosto-5
Only 4 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.torrid.com/product/olive-strappy-foxy-tunic-cami/11545141.html
Only 2 left,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.toryburch.co.uk/lee-radziwill-large-calf-hair-satchel/54683.html?cgid=new-view-all-new-arrivals&dwvar_54683_color=723
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.toryburch.co.uk/lee-radziwill-large-calf-hair-satchel/54683.html?cgid=new-view-all-new-arrivals&dwvar_54683_color=723
Only 2 left,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.toryburch.eu/logo-button-short-sleeve-sweater/52392.html?cgid=clothing-newarrivals&dwvar_52392_color=104
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.toryburch.eu/logo-button-short-sleeve-sweater/52392.html?cgid=clothing-newarrivals&dwvar_52392_color=104
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.toysonfire.ca/shop/product/koi-69754?category=990
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.treds.co.uk/womens/flip-flops/free-waters/becca-print/cali/45x5
3 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.turntablelab.com/collections/dj-production-alpha/products/shure-blx288-pg58-j10-wireless-vocal-combo-w-pg58-handheld-microphones
Limited stock Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.twistedthrottle.com/sw-motech-sidestand-foot-enlarger-for-triumph-tiger-800-11-14-tiger-800-xc-11-16-tiger-800-xcx-15-16-tiger-800-xca-15-16-tiger-800-xr-15-16-tiger-800-xrx-15-16-tiger-800-xrt-16-models-without-triumph-oem-centerstand
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.uberkinky.co.uk/p-swell-12-x-inflatable-prostate-stimulator-85308.html
Only 4 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ugaoo.com/gardenia-ceramic-designer-pyramid-groove-pattern-small-bare-white.html
Only a few left,All products show this message in the popup after adding to cart,Scarcity,Low-stock Message,Product Page,No,https://www.ullapopken.com/style/basic-stretch-knit-ankle-length-leggings/485548/?color=48554810&p=1&c=usafashionlingerie&s=&g=UP_DAMEN&query=%2Fapi%2Fres%2Fcategory%2Farticles%2Flanguage%2Fen%2Fsize%2F60%2Fpage%2F1%2Fcategory%2Fusafashion_usafashionlingerie%2Fgrouping%2FUP_DAMEN%2Ffilter%2F_%2Fsort%2Fnormal%2Ffs%2F9981&back=https%3A%2F%2Fwww.ullapopken.com%2Ffashionaz%2Flingerie%2F%3Fscroll%3D485548&pos=1&origPos=1&page=1&origPageSize=60&color=48554810
Only 4 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ultimatepatio.com/lakeview-outdoor-designs/du-monde-3-piece-cast-aluminum-outdoor-conversation-set-w-42-x-21-inch-coffee-table-loveseat-cast-silver-cushions
Only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.unmannedtechshop.co.uk/product/saga-brushless-gimbal-with-encoders-handheld-version-of-came-mini-3/
Only 2 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.urbandecay.com/brow-blade-urban-decay/ud934.html?dwvar_ud934_color=TAUPE%20TRAP
Only 2 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.victoriassecret.com/clearance/bras/incredible-lightweight-max-by-victoria-sport-front-close-strappy-sport-bra-victoria-sport?ProductID=424021&CatalogueType=OLS
There are only 1 item left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.videogameperfection.com/products/stereo-installation-service/
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.videolinks.com/laowa-front-led-ring-light-for-25mm-ultra-macro
(ONLY 1 LEFT IN THIS SIZE!),Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.vincecamuto.com/vince-camuto-off-the-shoulder-feather-hem-dress/9168903.html?dwvar_9168903_colormaterial=060%20POLYESTER
70% offers claimed. Hurry up!,Wheel popup,Scarcity,Low-stock Message,Product Page,No,https://www.vitalityextracts.com/collections/diffuser-jewelry/products/sacred-arrow-diffuser-bracelet
Only 2 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.vitaminexpress.org/en/magnesium-glycinate-powder-magnesium-powder
(only 5 left),Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.vitatra.com/product/detail/36798
Only 1 item left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.voylla.com/products/oxidized-jhumka-earrings-with-mirrors
"Order soon, only 1 left!",Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.walmart.com/ip/Kedudes-Polka-Dot-Plastic-Tablecloth-Red-White-and-Black-White-and-Two-Packages-of-Polkadot-Balloons/551233681?findingMethod=wpa&tgtp=1&cmp=18050&relRank=6&tax=2637_1042319_7939259&pt=bp&slr=A7B4C4363D9E4B2CB698EA8D0CC9A694&adgrp=19136&bt=1&plmt=1145x345_B-C-OG_TI_2-20_HL-BOTTOM-NY&wpa_qs=23eQip7S90bVy9URdKRb43TvauTjlDU3l_XDKDdG_8MqXzEIqnitD_g83tgNojJUWc-1LP8vcxbVNq52UQAbB1wumIY0N6nxW5Pg2FG7yTo&bkt=&mLoc=bottom&pgid=2637_1042319_7939259&isSlr=true&itemId=551233681&relUUID=36077689-526d-4fd7-989b-9e8e024ffc00&adUid=102529ab-9873-4443-bbe2-5ba4d7a51cff&adiuuid=81fda283-b1ed-42b0-914a-17f0062a10b5&adpgm=wpa&pltfm=desktop
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.walmart.com/ip/Kedudes-Polka-Dot-Plastic-Tablecloth-Red-White-and-Black-White-and-Two-Packages-of-Polkadot-Balloons/551233681?findingMethod=wpa&tgtp=1&cmp=18050&relRank=6&tax=2637_1042319_7939259&pt=bp&slr=A7B4C4363D9E4B2CB698EA8D0CC9A694&adgrp=19136&bt=1&plmt=1145x345_B-C-OG_TI_2-20_HL-BOTTOM-NY&wpa_qs=23eQip7S90bVy9URdKRb43TvauTjlDU3l_XDKDdG_8MqXzEIqnitD_g83tgNojJUWc-1LP8vcxbVNq52UQAbB1wumIY0N6nxW5Pg2FG7yTo&bkt=&mLoc=bottom&pgid=2637_1042319_7939259&isSlr=true&itemId=551233681&relUUID=36077689-526d-4fd7-989b-9e8e024ffc00&adUid=102529ab-9873-4443-bbe2-5ba4d7a51cff&adiuuid=81fda283-b1ed-42b0-914a-17f0062a10b5&adpgm=wpa&pltfm=desktop
1 in Stock,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.wayfair.com/rugs/pdp/gracie-oaks-xamiera-hand-tufted-wool-ivory-medallion-area-rug-grks8226.html?piid=24292217&ds=5
Only 1 Left in Stock. Buy Soon!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wayfair.com/rugs/pdp/gracie-oaks-xamiera-hand-tufted-wool-ivory-medallion-area-rug-grks8226.html?piid=24292217&ds=5
Hurry Low Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.westbrookcycles.co.uk/100-percent-eyewear-brisker-cold-weather-long-fingered-gloves-p339860
Hurry! Only 1 left in size M!!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wetseal.com/products/wicked-wide-leg-pant-two-piece-set-in-black-wet-seal-312596
"Hurry, only 6 left in stock!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wildflowercases.com/products/check-plz-iphone-10-x-case?variant=42497025861
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wildsecrets.com.au/p/226130/mistress-by-isabella-sinclaire-self-adjusting-universal-leather-restraints
BOTTLES LEFT 3,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wineaccess.com/catalog/2014-lange-winery-pinot-noir-three-hills-cuvee-willamette-valley_5021ca0a-94d5-401d-bf21-f8db8e551705/
We only have few stocks left for this product. Please don't miss the chance.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wishtrend.com/skin-care/1400-natural-vitamin-215-enhancing-sheet-mask-bywishtrend.html
Limited stock available,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wolfandbadger.com/us/wide-brim-straw-hat_57cm/
Only 3 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.wolfandbadger.com/us/wide-brim-straw-hat_57cm/
ONLY 2 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.woolrich.com/womens-arctic-3-in-1-down-parka-high-collar-no-fur-john-rich-bros-wb1012/
Only 1 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.worldofbooks.com/en-gb/books/ruth-hogan/the-keeper-of-lost-things-winner-of-the-richard-judy-readers-award-and-sunday-ti/GOR008576198
ALMOST GONE - only 2 remaining!,Below product image,Scarcity,Low-stock Message,Product Page,No,https://www.wowcher.co.uk/deal/london/10587660/babyliss-curl-secret-hair-styler-54?usr_src=search
5 in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.yarn.com/products/wonderland-yarns-mad-hatter-5-skein-pack
Only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ylcamera.com.my/collections/category_used-camera/products/panasonic-hc-vxf990-4k-video-camera-98-like-new-condition-with-box-s-n-dp8ac001169-at-yl-pudu
We only have 5 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.yourwdwstore.net/Disney-Collectible-Gift-Card--Festival-of-the-Arts--2017-Wristband_p_56091.html
Availability: In Stock Hurry! Only 8 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.zaful.com/funny-rainbow-horse-pattern-pullover-fleece-hoodie-p_628678.html
Only 3 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.zando.co.za/Lee-Cooper-M-Carter-Logo-T-Shirt-Royal-Blue-281799.html
Only 9 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.zasttra.com/collections/valentines-day-special/products/hk-stock-ulefone-armor-2-triple-proofing-phone-6gb-64gb-ip68-waterproof-dustproof-shockproof-fingerprint-identification-5-0-inch-sharp-android-7-0-mtk-helio-p25-octa-core-64-bit-up-to-2-6ghz-network-4g-nfc-otg-dual-simgold-mph1592j
67% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://www.zoolaa.com/collections/cups-and-filters/products/1000ml-large-gravity-feed-universal-paint-cup-for-x20-x21-or-x27-spray-gun
Only 1 Left!,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://www.zzounds.com/item--ESPEC1000
Only 1 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.zzounds.com/item--ESPEC1000
Hurry !! Only 52 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://zookr.in/products/apple-iphone-6-16-gb-grey-refurbished-almost-brand-new-i87s-dual-wireless-earpods-twin-1-year-warranty/0da1817b-8fb6-43b1-bc3f-855d21d73ad5
320 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://zox.la/collections/imperial/products/go-with-the-flow-imperial-white-tips
ONLY A FEW LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.swimsuitsforall.com/Shore-Club-Black-Sarong-Front-Swimsuit#rrec=true
LAST CHANCE TO ACTIVATE 10% OFF,Shown multiple times afterward,Scarcity,Low-stock Message,Product Page,No,https://www.wisefoodstorage.com/online-specials/wise-flash-deals.html
Hurry up! Only 4 left in stock,Product detail. Hurrify plugin.,Scarcity,Low-stock Message,Product Page,Yes,https://casettetomp3.com/products/mini-usb-audio-cassette-tape-converter-to-mp3-cd-player-pc?variant=2859265032202&utm_source=fomo&utm_medium=notification
Hurry! Only 7 left in stock.,Product detail. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://faradayscienceshop.com/collections/frontpage/products/air-swimmer-the-remote-controlled-fish-blimp
HURRY! ONLY 31 LEFT IN STOCK.,Decrements periodically. Product detail.,Scarcity,Low-stock Message,Product Page,Yes,https://forwardrevive.com/collections/bags/products/forwardrevive-spade-drawstring-bag
ONLY 14 LEFT AT THIS PRICE,Decrements at scheduled intervals,Scarcity,Low-stock Message,Product Page,Yes,https://ghibli.store/collections/ghibli/products/spirited-away-kaonashi-music-box
"128 sold today! Hurry, only a few left!",Below add to cart button. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://ikigaisoul.com/products/ahi-hoodie
Hurry! Only 6 left in stock.,Product detail. Decrements at scheduled intervals. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://lilyvanity.com/collections/makeup/products/lilyvanity-waterproof-lipstick-pen?variant=936738193415
Hurry! Only 6 left in stock.,Product detail. Decrements at scheduled intervals.,Scarcity,Low-stock Message,Product Page,Yes,https://motoloot.com/collections/moto-key-tags/products/come-to-the-darkside-motorcycle-keychain
"894 Claimed! Hurry, only a few left!",Product detail. Decrements at scheduled intervals. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://raenwear.com/collections/family-collection/products/unisex-mickey-mouse-inspired-3-piece-outfit
Hurry! Only 9 left in stock.,Product detail. Decrements at scheduled intervals. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://rednecknationstrong.com/products/mudweiser-rnss-54
"803 Claimed! Hurry, only a few left!",Product detail. Decrements at scheduled intervals. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://rosymerry.com/collections/newest-products/products/vintage-plain-crew-neck-long-sleeve-plus-size-blouse
ONLY 11 LEFT,Product detail. Decrements at scheduled intervals.,Scarcity,Low-stock Message,Product Page,Yes,https://savethebeesproject.com/products/limited-edition-honeycomb-heart-necklace-bee-inspired
HURRY! ONLY 11 LEFT IN STOCK.,Product detail. Decrements at scheduled intervals.,Scarcity,Low-stock Message,Product Page,Yes,https://screenguards.co.in/brand/vaku/vaku-r-electronic-muscle-abs-ems-stimulator1
Hurry Up ! Just 2 Items Left in stock,Product detail. Decrements.,Scarcity,Low-stock Message,Product Page,Yes,https://stayclassy.in/product/handsome-hipster-xiaomi-redmi-note-5-pro-mobail-case/
Hurry! Only 4 left in stock.,Product detail. Decrements at scheduled intervals. Hurrify.,Scarcity,Low-stock Message,Product Page,Yes,https://sugarandcotton.com/collections/holiday-gift-ideas/products/luna-moon-nightlight-lamp
ONLY 13 LEFT,Decrements at scheduled intervals. Product detail.,Scarcity,Low-stock Message,Product Page,Yes,https://wickedcushions.com/products/beats-replacement-ear-pads-compatible-with-solo-2-3-wireless-white
HURRY! ONLY 14 LEFT IN STOCK.,Decrements at scheduled intervals. Product detail. ,Scarcity,Low-stock Message,Product Page,Yes,https://www.aafnation.com/collections/men-s-independence-day-2018/products/bacon-beers-and-bald-eagles?variant=13860037722173
HURRY! ONLY 58 LEFT IN STOCK!,Decrements at scheduled intervals. Produt detail.,Scarcity,Low-stock Message,Product Page,Yes,https://www.stealthangelsurvival.com/products/compact-tactical-kit
"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.","On adding to cart, you're asked to add more via popup",Misdirection,Pressured Selling,Product Page,No,https://antlionaudio.com/collections/microphones/products/modmic-5
How about one of these hot sellers?,When you hit view cart you're shown more products to add to cart,Misdirection,Pressured Selling,Cart Page,No,https://bonescoffee.com/collections/16oz-bags/products/bones-coffee-companys-high-voltage-2x-caffeine?variant=25257763265
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,Popup asking to buy more,Misdirection,Pressured Selling,Product Page,No,https://fans-made.com/collections/marvel-products/products/sexy-motherf-ker-unisex-hoodie
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),Upselling additonal item at the bottom of the page,Misdirection,Pressured Selling,Product Page,No,https://gettoppik.com/products
,Popup shows asking to buy more,Misdirection,Pressured Selling,Product Page,No,https://jskis.com/collections/clothing/products/shralper-neck-tube
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Buy insurance popup,Misdirection,Pressured Selling,Product Page,No,https://loaf.com/products/easy-squeeze-sofa
Customer also shopped for,Popup appears telling you to buy more after you get to cart page,Misdirection,Pressured Selling,Cart Page,No,https://makegoodies.com/collections/car-accessories/products/universal-car-phone-mount
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Popup message,Misdirection,Pressured Selling,Cart Page,No,https://pelacase.com/products/save-the-waves-black-google-pixel-2xl-eco-friendly-phone-case?variant=12170059087986
How about these?,Adding to cart results in upselling,Misdirection,Pressured Selling,Product Page,No,https://rollersnakes.co.uk/products/adidas-busenitz-vulc-rx-core-blackcore-blackfootwear-white-footwear?utm_source=beeketing&utm_medium=precommend&app=precommend&widget_id=38874d6f70119456f229f5933a7e8fc5a8e069b30f7e1566b96e0eaf13979f99&variant=8696985780334
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Popup appears asking you to add more products,Misdirection,Pressured Selling,Product Page,No,https://store.simplymac.com/products/ipad-pro-12-9?variant=16786115264610
Yes! Upgrade my purchase,Popup on adding to cart,Misdirection,Pressured Selling,Product Page,No,https://topcoat.store/products/topcoat-f11-prep-kit
ADD WORLD'S MOST COMFORTABLE CHAIRS,On the cart page you're asked to buy more in a popup,Misdirection,Pressured Selling,Cart Page,No,https://ultimategametable.com/collections/elite-series/products/copy-of-table-of-ultimate-gaming-3-5-elite-series-standard-table-height?variant=12354495217752
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,On the product page you're asked to buy more on adding to cart two times,Misdirection,Pressured Selling,Product Page,No,https://ultimategametable.com/collections/elite-series/products/copy-of-table-of-ultimate-gaming-3-5-elite-series-standard-table-height?variant=12354495217752
People also buy this with,Popup appears asking for you to buy more,Misdirection,Pressured Selling,Product Page,No,https://vickypick.com/collections/beauty/products/magnetic-shoe-insoles
Add to Your Gift and We'll Ship it For Free!,Popup,Misdirection,Pressured Selling,Product Page,No,https://www.1800flowers.com/florist-delivered-wonderful-wishes-167006?categoryId=400064999
"No thanks, I just want the item","On adding to cart, you're asked to add more via popup for a better deal.",Misdirection,Pressured Selling,Product Page,No,https://www.adameve.com/adult-sex-toys/vibrators/clit-vibrators/sp-satisfyer-pro-next-generation-104151.aspx
Personalize your doll,"On clicking add to cart, the website asks you to personalize your doll",Misdirection,Pressured Selling,Product Page,No,https://www.americangirl.com/shop/ag/dolls/girl-of-the-year-blaire/blaire-doll-book-accessories-05bun19
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Cart,Misdirection,Pressured Selling,Cart Page,No,https://www.barkersonline.co.nz/grove-texture-trouser-blue-501822.html
Add and save!,After adding to cart you're shown a full page popup,Misdirection,Pressured Selling,Product Page,No,https://www.bioclarity.com/products/bioclarity-clear-skin-system
"Before you check out, can we tempt you?",Popup asking to buy more,Misdirection,Pressured Selling,Cart Page,No,https://www.brooktaverner.co.uk/jacket-collection/tweed-jackets/breedon-pure-new-wool-check-jacket-3703a.html
Necessary Protection..,Popup shown after adding to cart,Misdirection,Pressured Selling,Product Page,No,https://www.dipyourcar.com/collections/beginner-kits/products/matte-black-car-kit
